"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","otherlog"
"Rab5a",0.000109667896926733,-0.0507917390005559,0.148,0.217,1,-0.347781
"Wrap73",0.000110068003529098,-0.0619589274253969,0.103,0.161,1,0.0560826
"Mical1",0.0001109560945364,0.183008076945473,0.472,0.445,1,0.314142
"Bicd2",0.000111019702887451,-0.0556096937221287,0.233,0.32,1,-0.217613
"Tmem201",0.000111695756558748,-0.0632772293120927,0.078,0.131,1,-0.590878
"Snx17",0.00011194056890417,-0.0647233245903228,0.319,0.422,1,-0.172223
"Tmem106b",0.000113595711181049,0.166197308345779,0.325,0.269,1,-0.0166616
"Slc12a4",0.000113651521023988,-0.0808480174448512,0.079,0.131,1,-0.152021
"Slfn9",0.000113794033956821,-0.0484487251852136,0.055,0.104,1,-0.211543
"D16Ertd472e",0.000113941298835491,-0.0776509814566199,0.34,0.438,1,0.073496
"Lpgat1",0.000113941830892095,-0.0604081077168589,0.227,0.305,1,-1.18879
"Qars",0.000114446925284364,-0.0716440585039675,0.572,0.702,1,-0.369959
"D10Wsu102e",0.000114773112676968,-0.0627487747212859,0.31,0.407,1,-0.666587
"Tdg",0.000115206192994538,-0.0538289271504903,0.079,0.132,1,-0.168455
"Pradc1",0.000115622516100272,-0.0783269306676313,0.119,0.179,1,-0.420594
"Slc25a32",0.000116112214890279,-0.0648721544015027,0.093,0.149,1,-0.660325
"Ntpcr",0.000116453345953263,-0.0597550854598022,0.091,0.148,1,0.0405462
"Slc17a9",0.000116540743331751,0.0960487752902482,0.113,0.073,1,0.50595
"Cdc42se1",0.000116799780451816,0.168798783994044,0.567,0.556,1,0.0314895
"Kif2a",0.000116896649554537,-0.0566324679928778,0.361,0.461,1,0.149865
"Tmed10",0.000117380242609699,-0.0467153939614812,0.325,0.426,1,0.00830325
"Ints4",0.00011772574079443,-0.0614671663839668,0.167,0.239,1,-0.189964
"Eef1a1",0.0001178687648405,0.0782669465269685,0.99,0.989,1,0.118538
"Isca2",0.000118225868970794,-0.0712826987102656,0.124,0.186,1,0.550019
"Dcaf4",0.000119181641542835,-0.0635962054078418,0.112,0.173,1,0.376688
"Jtb",0.000119220732551945,-0.0733082085388382,0.264,0.345,1,0.152052
"B4galt1",0.000120575659835556,0.174577048567867,0.621,0.617,1,-0.336691
"Hsd17b4",0.000121182692646152,-0.0556995637304588,0.312,0.408,1,0.118468
"Plek",0.000121346206424188,-0.0750252103026265,0.13,0.191,1,-1.76939
"Rpl31",0.000121552851562829,-0.081835356750474,0.382,0.481,1,0.308301
"Elmo1",0.000122003793897723,-0.0568653368961112,0.361,0.462,1,0.168818
"Pi4k2a",0.000122024529156352,-0.0735145504657269,0.201,0.276,1,-0.0110036
"Mpp5",0.000122046658489795,-0.0610904167923765,0.106,0.166,1,0.102276
"Nelfa",0.000122122135569527,-0.0558518104407364,0.191,0.267,1,0.112868
"Emd",0.000122541292704641,-0.0794623081654393,0.313,0.408,1,-0.18815
"Leprotl1",0.000122541833983358,0.198120757557563,0.528,0.509,1,0.464218
"Ythdf1",0.000122643720153417,-0.0644608582703809,0.319,0.414,1,-0.643459
"D030056L22Rik",0.000123969032342895,-0.055972346082018,0.112,0.172,1,-1.06906
"Snx25",0.000123981727236729,-0.0500497380246946,0.236,0.324,1,-0.962902
"Ncln",0.000124324684795434,-0.0481641570816864,0.278,0.37,1,-0.534476
"Rras2",0.000125125827142951,-0.0755504803767336,0.367,0.469,1,-1.02979
"Gin1",0.000125466027690011,-0.0374360205629537,0.067,0.118,1,0.74981
"Tbc1d13",0.000126165820645769,-0.0417738956532814,0.148,0.22,1,-0.557854
"Ctr9",0.000127311152687175,-0.046895063620591,0.296,0.39,1,0.218636
"Phf17",0.00012809662544362,-0.0538851357950676,0.17,0.244,1,NA
"Wee1",0.000128975515953103,-0.0476505945978318,0.079,0.133,1,-0.787466
"Spryd4",0.000129135583497446,-0.0451426316772626,0.063,0.112,1,-0.245469
"Parp2",0.000129349790712055,-0.0824434637240677,0.263,0.346,1,0.107623
"Setd2",0.000129511376588752,0.190818326134303,0.472,0.438,1,0.00546863
"Mex3c",0.000129919440946572,-0.0701753307969049,0.188,0.264,1,-0.477862
"Pphln1",0.000129931555085034,-0.049036578077635,0.272,0.368,1,-0.611534
"Pcgf3",0.0001306011804854,-0.0399707078003449,0.09,0.147,1,-0.775892
"Cacul1",0.000131440371632122,-0.0585128098065775,0.272,0.361,1,-0.361921
"Zbtb41",0.000131538139847588,-0.0470104011607301,0.076,0.131,1,0.416515
"Rapgef1",0.000132488390178945,-0.0443805408591813,0.412,0.531,1,-0.300327
"Gtf2e1",0.000134195158632016,-0.0568224894662103,0.176,0.247,1,-0.838215
"Cnpy3",0.000136099180233107,-0.066527063508192,0.103,0.161,1,0.070589
"Slc25a46",0.000137599961475739,-0.0513018770675936,0.257,0.345,1,-0.117976
"Zfp830",0.000138982511095052,-0.0627611175799095,0.101,0.159,1,0.581381
"Mrrf",0.000139095504208456,-0.060023407442806,0.096,0.151,1,-0.0836943
"Vps53",0.000139223909663487,-0.0695762712209148,0.279,0.369,1,0.323519
"Cyb561d2",0.000140694278469537,-0.0691350383194556,0.146,0.211,1,0.217618
"Pitpna",0.000144786079251887,-0.0761372169183767,0.673,0.775,1,-0.0275631
"Hiat1",0.000144820158673862,-0.0499895079383724,0.197,0.276,1,NA
"Lpcat3",0.000146120514840321,-0.0606176620826068,0.258,0.344,1,0.0696871
"Usp31",0.000147806367043834,-0.0129016375161411,0.11,0.174,1,-0.471164
"Chmp6",0.000147863696751176,-0.0399026704448925,0.172,0.244,1,0.0424494
"Zdhhc5",0.000148119764723876,-0.0371573785500322,0.264,0.351,1,-0.569125
"Cetn2",0.000148328924041151,-0.0450757519379695,0.231,0.318,1,0.636603
"Tm9sf4",0.000148413971993114,-0.0391500596195455,0.14,0.209,1,0.0163539
"Rps4x",0.00014849182025104,-0.0958323640139906,0.493,0.601,1,-0.0683962
"Arpc1a",0.000148717515112824,-0.0624524954937145,0.306,0.403,1,0.0200351
"Akap11",0.00014879209774667,-0.074588608325215,0.321,0.409,1,0.147404
"Sass6",0.000149214307873165,-0.0811518777029651,0.142,0.203,1,-0.63305
"Trim25",0.000150157264850171,0.205840602701404,0.54,0.526,1,-0.695447
"Thada",0.000151687588793509,0.256791147874546,0.304,0.263,1,0.454368
"Id3",0.000152015980671154,0.148150323516504,0.506,0.46,1,1.11701
"Agap2",0.000152496364335335,0.149611490582822,0.357,0.306,1,0.246853
"Mettl14",0.000153424610189539,-0.0355590269387504,0.142,0.211,1,-0.320117
"Tbc1d7",0.000154450098773964,-0.0655269978110343,0.088,0.141,1,0.363655
"Btbd1",0.000155002091441263,-0.0828726905659115,0.276,0.359,1,-0.325426
"Ttc4",0.000156074463295709,-0.058826404800982,0.212,0.289,1,0.051221
"St3gal4",0.000156508174973503,-0.0666038119170628,0.109,0.168,1,0.168805
"Il10rb",0.000157156892924678,0.149362555352907,0.379,0.326,1,0.60392
"Sap30bp",0.000157711406690658,-0.0484280048818642,0.246,0.333,1,0.076364
"Slc12a6",0.000158239002345215,0.167930166320492,0.199,0.149,1,0.0736002
"Arpc1b",0.000158852185460726,-0.0839898606339189,0.819,0.881,1,0.0287992
"Yeats4",0.000159490433655462,-0.0708807751526082,0.409,0.517,1,-0.035565
"Gins3",0.000159870889396354,-0.0524227394917496,0.139,0.203,1,-0.373137
"Rbbp5",0.000159917521750414,-0.0523339530286116,0.182,0.257,1,-0.461787
"Commd8",0.00016148539604137,0.176872809841902,0.421,0.386,1,0.375433
"Rpl6",0.000162084506343937,-0.0597271029449836,0.433,0.556,1,0.168898
"Hdhd2",0.000163070038703339,-0.0432413078059459,0.115,0.178,1,0.344336
"Rgs10",0.000163671448936734,0.192996039519533,0.394,0.346,1,1.48686
"Pms1",0.000164102922451738,-0.0568434319817437,0.082,0.136,1,-0.258796
"Dnm1l",0.00016432166166171,-0.0498202286645721,0.307,0.4,1,-0.131365
"Spidr",0.000165521001660263,-0.0550148294480615,0.091,0.145,1,0.460706
"Mbtps2",0.000165702028475798,-0.0532279416543189,0.066,0.115,1,-0.22976
"Rspry1",0.00016628422038437,-0.0596335138751378,0.173,0.246,1,-0.139709
"Skap1",0.000167576158724318,0.135408487443908,0.658,0.667,1,0.553709
"Atp2b4",0.000169051595068921,0.202739901678327,0.433,0.404,1,-0.165953
"Chd2",0.000169453511198531,0.21758887798377,0.476,0.458,1,0.583142
"Frrs1",0.000171585847934366,-0.0718302800528627,0.097,0.152,1,0.07359
"Ncoa5",0.000171854755206074,-0.0482530754699825,0.193,0.268,1,-0.16339
"Stau1",0.000172217091691109,-0.0597638312766639,0.166,0.235,1,0.222896
"Arih1",0.000172940864207662,-0.0554884882422434,0.47,0.585,1,-0.629745
"Mvb12a",0.000174345414277924,-0.0615753676206003,0.299,0.391,1,-0.281194
"Vegfb",0.000177458524527587,-0.0452024580753465,0.075,0.127,1,-0.207256
"Hnrnpf",0.000177674053080745,-0.0662726305126035,0.31,0.404,1,-0.402402
"Pmaip1",0.000178618096828931,-0.0759173413885327,0.104,0.164,1,-0.495441
"Hmga1",0.000180081463182976,-0.043583839507617,0.085,0.138,1,-0.946195
"Atp6v1c1",0.000182111451787405,-0.0718271067140853,0.309,0.401,1,0.219016
"Ltn1",0.000182430945941041,-0.0623955327142192,0.372,0.476,1,-0.690711
"Vat1",0.000182624183339224,-0.0445073458913836,0.142,0.207,1,-0.10038
"Zzz3",0.000184106816357485,-0.058960212627334,0.246,0.33,1,-0.506986
"Zer1",0.000186032136342936,0.121208533686271,0.172,0.124,1,0.627326
"Josd2",0.00018618628770855,-0.0507062074506869,0.145,0.209,1,0.40102
"Ripk2",0.000186461843180844,-0.0563640689333645,0.072,0.122,1,-0.302886
"Dtnbp1",0.000186778372548542,-0.0544356812158602,0.173,0.243,1,0.0331103
"Arl14ep",0.000187803478350599,-0.0325164933891109,0.151,0.221,1,0.000766433
"Unc50",0.000188083748883133,-0.0545695178546509,0.173,0.246,1,0.112966
"Tstd3",0.000188785573785645,-0.0870282453038475,0.158,0.222,1,0.62337
"Slx4",0.000189334120506621,-0.0626062781352013,0.119,0.178,1,-0.221525
"Ube2l3",0.000191611823235026,-0.0636119110400705,0.397,0.505,1,-0.231959
"Wdr83",0.000191679556842218,-0.0554294584166154,0.136,0.2,1,0.474097
"H2-Ab1",0.000192905124055302,0.0716877123372449,0.155,0.107,1,-2.74714
"Galnt7",0.000193062926680935,-0.0580169851180227,0.304,0.399,1,-0.20004
"Hdac7",0.000194455718134047,-0.0722868463897653,0.443,0.548,1,0.00671015
"Akap8",0.000196079684267102,-0.0446016721897273,0.415,0.516,1,-0.0111236
"Ccdc34",0.00019611016036324,-0.0858913056466165,0.164,0.23,1,0.328825
"Axin1",0.000196393035503661,-0.0363255026493284,0.331,0.438,1,-0.259256
"N4bp2",0.000196876156443462,0.249975842134189,0.407,0.374,1,-0.0866848
"Nol6",0.00019696750239644,-0.061137273641246,0.169,0.24,1,0.00853938
"Higd1a",0.000199814573515453,-0.0717090849289841,0.107,0.163,1,-0.210673
"Stil",0.00019988907494105,-0.0389816585485837,0.166,0.236,1,-0.807214
"Mark2",0.000200413805207805,0.183807758055014,0.551,0.535,1,-0.0713835
"Dcaf15",0.000201062991218865,-0.0637514284486399,0.336,0.435,1,-0.153418
"Zcchc6",0.000201953095425221,0.194087518200299,0.467,0.433,1,NA
"Cbx6",0.000202792061475019,-0.06984572324283,0.245,0.329,1,-0.443337
"Vps36",0.000202879161386186,-0.0806124228798826,0.422,0.528,1,0.057556
"Gm561",0.000206991401974921,-0.0578734408797897,0.061,0.107,1,0.568269
"Agap3",0.000207851955902709,-0.0771342985044975,0.197,0.268,1,-0.664327
"Rasa2",0.00020878269472986,-0.0573077078884803,0.201,0.271,1,-0.0578282
"Mrps33",0.000208937244229183,-0.0602068496716839,0.097,0.152,1,0.325811
"Rnf219",0.000209076319729816,-0.0677063943801453,0.128,0.188,1,-0.335652
"Ctcf",0.000209222229921745,-0.0780066995458342,0.54,0.672,1,0.0494496
"Wdr81",0.000209535072999068,0.0986295311617319,0.133,0.089,1,-0.172891
"Dym",0.00021077903914607,-0.0371408395735743,0.154,0.222,1,-0.22197
"M6pr",0.000210888461763003,-0.0670463860507641,0.425,0.529,1,-0.189126
"Sart1",0.000211057626879778,-0.0493319087346258,0.487,0.623,1,-0.0554857
"Tomm20",0.000211626705678752,-0.0549255049326797,0.17,0.238,1,-0.264564
"Mta2",0.000211768643026287,-0.0757967838023768,0.639,0.75,1,-0.361642
"Bhlhb9",0.000214307531461012,-0.068101581196981,0.184,0.255,1,-0.741132
"Tmem57",0.000214853967342935,-0.0447592818295475,0.17,0.239,1,NA
"March2",0.000214887611423906,0.149294884766636,0.288,0.235,1,NA
"Psmf1",0.000214997694339966,-0.0626550854698124,0.227,0.308,1,0.027266
"Cenpf",0.000216754804679648,0.0178081437675695,0.282,0.384,1,0.0343574
"Flna",0.00021681877040469,0.187936964609069,0.645,0.673,1,-0.512054
"Inip",0.00021792564177102,-0.0590743692787485,0.197,0.27,1,0.00827941
"Copb1",0.000217995873514688,-0.0555529092963591,0.531,0.65,1,-0.0948201
"Mtmr2",0.00021977094981742,-0.0415389345950041,0.197,0.275,1,-0.659831
"Mars2",0.000224090684307126,-0.0560600244302713,0.067,0.116,1,-0.812211
"Hnrnph3",0.000224103680998132,-0.0407775408391699,0.149,0.217,1,0.23111
"Vrk2",0.000225777400178471,-0.0591959356042649,0.081,0.132,1,-0.197719
"Extl3",0.00022580655506952,-0.0516345589990648,0.16,0.228,1,-0.461963
"Rala",0.000227693147541193,-0.0516152633589641,0.175,0.245,1,-0.210255
"Pdxp",0.000228276064408404,-0.04660713529765,0.104,0.161,1,-0.489174
"Fam58b",0.000228463019508067,-0.0459150811223004,0.091,0.145,1,NA
"Gcfc2",0.000228466026981662,-0.0487630439625655,0.078,0.128,1,-0.0526697
"Setdb2",0.000228625125284222,-0.0595012637430929,0.09,0.141,1,-0.813156
"Parp4",0.000229407504489581,0.138158906819484,0.294,0.242,1,0.106554
"Ppp6r3",0.000230690917631797,-0.0591813465869466,0.428,0.539,1,-0.154406
"Sepw1",0.000232993383599473,-0.064886405120326,0.627,0.752,1,NA
"Gtf3c3",0.000233271045481855,-0.0410509637021305,0.097,0.154,1,-0.737915
"Mpp7",0.000233978713722013,-0.0693065486568301,0.088,0.139,1,-0.0625564
"H6pd",0.0002345246573519,-0.0483597254911429,0.075,0.125,1,-0.540789
"Dusp22",0.000235006003855021,-0.0627646037878082,0.079,0.129,1,-0.29633
"Rnf125",0.000235328081140673,0.123650198778894,0.224,0.172,1,-0.729229
"Akirin2",0.000235481694541237,-0.0524931449564403,0.246,0.336,1,0.00247833
"Cep192",0.000237155302564973,-0.0481553762659379,0.337,0.435,1,-0.188015
"Sco2",0.000238360991360483,-0.0625080080801277,0.093,0.146,1,0.192849
"Foxp1",0.000238517076578798,0.185372020716708,0.599,0.6,1,0.528232
"Ppm1h",0.000240168174505261,0.174859248854987,0.397,0.357,1,-0.128428
"Tmem165",0.000242309845488209,-0.0707568974159499,0.301,0.386,1,-0.197571
"Pcyt1a",0.000242669022279531,-0.0291295456351989,0.151,0.218,1,-1.09539
"Zfp64",0.000243156934604338,-0.047540367930066,0.091,0.145,1,0.411585
"Man1b1",0.000243319631480642,-0.0690477843942044,0.182,0.252,1,0.0427437
"Coa6",0.00024581601726882,-0.0680368502625875,0.124,0.182,1,0.136913
"Sacm1l",0.000246044906016812,-0.0495526651645568,0.328,0.419,1,-0.0761969
"Ireb2",0.000247181279379234,-0.0653466651687569,0.328,0.428,1,-0.55326
"Acp1",0.000249398216643151,-0.064538516843774,0.116,0.172,1,-0.230612
"Gen1",0.00025155891848881,-0.0563791057977727,0.143,0.207,1,-0.540428
"Tmed7",0.000251921162969112,-0.0651120985389693,0.378,0.472,1,-0.641465
"Akt1s1",0.000253551737985274,-0.0492292344161623,0.087,0.14,1,-0.183882
"Polr3a",0.000253651265821097,-0.0534994777324527,0.13,0.191,1,0.298336
"Herc3",0.000254775186391842,0.160314190485773,0.367,0.324,1,-0.0240022
"Grpel2",0.000255199294536988,-0.0361159379609513,0.072,0.122,1,-0.468253
"Tbcc",0.000255411739750083,-0.054100784231481,0.106,0.162,1,-0.221282
"Pus3",0.000256337893860851,-0.0400984648248818,0.1,0.157,1,0.203328
"Taf11",0.000256603192589109,-0.0530986086771863,0.158,0.224,1,0.255059
"Donson",0.000260968396766288,-0.0342461942040611,0.213,0.295,1,-0.219593
"Tnfaip8l1",0.000261853504789451,0.0869758373645982,0.155,0.109,1,0.275338
"Kif23",0.000261892644958331,-0.0313507072990151,0.279,0.374,1,-0.0622809
"Atp5h",0.000262496806177872,-0.0315778093797797,0.316,0.412,1,0.220371
"Tecr",0.00026653017902406,-0.0648100729541832,0.403,0.512,1,0.254766
"Exoc3",0.000268097661841727,-0.0522246544694022,0.349,0.449,1,0.107693
"Rad21",0.00026950324943037,-0.0468575208666524,0.672,0.792,1,-0.636323
"Atg4b",0.00026981134686607,-0.0593848872632606,0.148,0.211,1,0.100995
"Fdx1",0.000269933569475194,-0.0523074183829071,0.127,0.188,1,0.0524693
"Cep85",0.000271025252501486,-0.0296727290043842,0.161,0.232,1,-0.703843
"Atp13a1",0.000271563988351484,-0.0521272567748893,0.222,0.302,1,-0.0687717
"Mettl23",0.000271635339185084,-0.0377333987053267,0.182,0.256,1,0.439416
"Kmt2e",0.000271651041779992,0.184009311298123,0.573,0.557,1,0.432121
"Tfb1m",0.000272178796474902,-0.0461510108539707,0.076,0.125,1,-0.964426
"Inpp5k",0.00027237832344144,0.132466750342677,0.281,0.229,1,0.202332
"Cpped1",0.000274682045637502,-0.0697563082785972,0.084,0.133,1,-0.494877
"Nsun3",0.000275712423256439,-0.0477421251459978,0.061,0.108,1,0.054836
"Fancl",0.000277046494493053,-0.0801733311451646,0.128,0.185,1,-0.0809371
"Eme1",0.00027885761338943,-0.0741920078174318,0.164,0.228,1,-0.468021
"Cdk7",0.000280040287056813,-0.0678779107000318,0.194,0.266,1,0.124254
"Dnm2",0.000280598500917961,0.149732865794452,0.643,0.657,1,-0.186893
"Tmem115",0.000283040055029316,-0.0446810805961633,0.097,0.15,1,0.235735
"Fbxl12",0.000283277582324696,0.0943443161338877,0.113,0.074,1,0.973853
"Pgm3",0.000284788064365375,-0.0439311817828163,0.104,0.161,1,0.0447898
"AU022252",0.000284907079389745,-0.0537623194294931,0.084,0.134,1,0.346509
"Cpne3",0.00028600660106187,-0.0768069660706604,0.33,0.419,1,-0.546974
"Mapk1",0.000287511639693347,-0.0734126581533057,0.618,0.73,1,-0.303494
"Marc2",0.000289420146353821,-0.0866312854516401,0.378,0.471,1,NA
"Klhl11",0.000293317115238437,-0.0478100700227027,0.063,0.109,1,-0.234755
"Rnft1",0.000295009333460507,-0.0577517861810425,0.176,0.242,1,-0.301318
"Cab39",0.000295365119064634,-0.0901690600026377,0.618,0.736,1,-0.107866
"Sptlc1",0.000296728102704874,-0.073536536729427,0.29,0.372,1,-0.367176
"Maea",0.000299304255771851,-0.0460216873656228,0.346,0.452,1,-0.0961332
"Ccdc85b",0.000299731695787329,-0.0273268308860749,0.07,0.12,1,-0.180621
"Msrb1",0.000301473790890131,-0.0502886932186439,0.278,0.368,1,0.320085
"Spata6",0.000301476757329508,0.14914579193128,0.234,0.186,1,0.830566
"Akap8l",0.000301675101985607,0.148057176988146,0.257,0.206,1,1.16974
"Uxs1",0.000305266278824799,-0.0482312298274807,0.096,0.149,1,-0.563422
"1810032O08Rik",0.000308075936718537,-0.034015604600985,0.066,0.114,1,NA
"Gpbp1l1",0.000310268325912758,0.146478191641395,0.325,0.275,1,0.51713
"Exog",0.000310372543592458,-0.0341166677320179,0.07,0.119,1,-0.356462
"Ints5",0.000310862601370658,-0.0587043345581773,0.154,0.216,1,-0.655628
"Ptprcap",0.000311238195494259,-0.0809544192615719,0.851,0.919,1,0.343034
"Emc1",0.00031228241500339,-0.0687422215694669,0.17,0.235,1,0.100035
"Pik3r1",0.000312797061140468,0.185227493780789,0.494,0.476,1,-0.0781832
"Fermt3",0.000313530404437527,-0.0661501307904837,0.66,0.776,1,0.176352
"Tmem189",0.000313533641055594,-0.0490533398103331,0.101,0.157,1,0.10625
"Sec23ip",0.000313843583181527,-0.0480765676175248,0.3,0.398,1,0.03313
"Zmym1",0.000317284043092964,-0.0529314726694231,0.115,0.172,1,-0.214977
"Psen2",0.00031774696126405,-0.0566645773695045,0.184,0.254,1,0.432361
"Commd10",0.000321172321167418,-0.0698825328741587,0.128,0.186,1,0.118405
"Erf",0.000322756770145517,-0.0597474470748705,0.148,0.209,1,-0.758924
"Cd8a",0.000323342851125988,-0.0786182046781416,0.915,0.963,1,0.728383
"Tango6",0.000324897730950245,-0.042447292347623,0.06,0.105,1,0.0526152
"Celf1",0.000325527372213028,-0.053921388886359,0.422,0.529,1,-0.634999
"Tmem50a",0.000326178279658408,0.148199879919352,0.566,0.558,1,0.472598
"Fam13b",0.000326742994113682,0.139955068567589,0.218,0.169,1,0.473301
"Smim14",0.000327545463016215,0.12470163831911,0.185,0.138,1,0.831217
"Prdx5",0.000328213529761918,-0.0719572885760762,0.507,0.632,1,0.540046
"Wdr48",0.000328689835147046,-0.033283071028659,0.294,0.388,1,-0.334851
"Tprn",0.000329306774854577,-0.0493042671837351,0.069,0.116,1,-0.520343
"Mto1",0.00033153933883994,-0.0589916367095229,0.112,0.168,1,0.0798153
"Ddx5",0.000335778043829372,0.115927848380249,0.881,0.889,1,0.00116153
"Lsm1",0.000336081322091027,-0.0496065044982442,0.212,0.283,1,-0.0939909
"Maf1",0.000338203364229035,0.189510092496799,0.491,0.47,1,0.425313
"Rnf213",0.000338437350866855,0.241428229915273,0.409,0.378,1,-0.764666
"Rtn3",0.000339067364177695,-0.0748423043410842,0.609,0.734,1,-0.56989
"Dnmt3a",0.000339439806726579,-0.0664679693640098,0.358,0.458,1,-0.658056
"Osgin2",0.000340412297477969,-0.0595643468927815,0.081,0.129,1,-0.317459
"Psmb10",0.000340565737650303,-0.0935180354746465,0.639,0.744,1,0.309694
"Nbeal2",0.000341570663006523,0.17072774431577,0.287,0.236,1,-0.309137
"Anapc11",0.000343501689513892,-0.0716615500463815,0.34,0.432,1,0.146282
"Abcd3",0.000343754851723299,-0.0600153248493665,0.179,0.245,1,-0.0789158
"Map1s",0.0003446134840481,-0.0467358762020486,0.116,0.173,1,-0.102058
"Sec24a",0.000350193615890315,-0.0361186900428216,0.094,0.148,1,0.222967
"Kif16b",0.000351468572173868,-0.0355952397150576,0.131,0.193,1,-0.0551492
"Stard10",0.000351563516644163,-0.0583751076157873,0.087,0.138,1,-0.528628
"Slc35a3",0.000352168954419647,-0.068818379968303,0.219,0.29,1,-0.402022
"Vps13d",0.000354032708761347,0.170189172815397,0.287,0.237,1,-0.0771722
"Actr5",0.000359834353633417,-0.0365739719409071,0.084,0.134,1,-0.161971
"Gyk",0.000362705444075073,-0.0527011183193489,0.084,0.134,1,-1.84375
"Birc2",0.00036337646326514,0.171624098131598,0.293,0.246,1,0.276342
"Arel1",0.000367064946250845,0.173107794440083,0.436,0.398,1,0.0979528
"Dnajb12",0.000367363770510338,-0.0367605886753483,0.167,0.236,1,0.150486
"Hnrnpa1",0.000368535281151817,-0.0633984481193398,0.112,0.166,1,-0.224752
